11.895	11.894734	2.188578	0.046579	0.037454	0.028539	0.020692	0.018001	1.463681	0.523996
11.903	11.902731	2.384214	0.048812	0.040067	0.031275	0.023002	0.019852	1.353395	0.516258
11.909	11.909444	2.580212	0.053071	0.042881	0.034001	0.024508	0.020969	1.378922	0.529043
12.787	12.786887	1.155363	0.031701	0.032303	0.023304	0.020736	0.017934	0.842879	0.509134
12.802	12.802488	1.217217	0.031690	0.031381	0.022938	0.018702	0.016720	0.990538	0.535002
12.813	12.812882	1.267604	0.033712	0.032795	0.023991	0.019668	0.017843	1.013349	0.438179
12.823	12.823333	1.327121	0.033350	0.031361	0.023642	0.018005	0.015917	1.119879	0.574123
12.834	12.833715	1.396654	0.036333	0.034732	0.026489	0.020482	0.018471	1.040722	0.523313
12.844	12.844155	1.479166	0.040105	0.037671	0.028624	0.022748	0.019684	1.046167	0.520383
12.868	12.868310	1.735778	0.064596	0.059600	0.050973	0.041054	0.039652	0.798238	0.361477
12.925	12.924942	3.193804	0.063565	0.053046	0.042614	0.029004	0.024324	1.373291	0.576792
12.928	12.928241	3.365624	0.063206	0.052390	0.042617	0.028123	0.023730	1.402777	0.586916
12.934	12.934329	3.737083	0.064869	0.053643	0.043787	0.029523	0.025596	1.366962	0.553803
12.937	12.936991	3.926545	0.065034	0.053469	0.043703	0.028707	0.024129	1.414712	0.590552
12.943	12.942558	4.391352	0.071447	0.057820	0.048248	0.032225	0.027438	1.375362	0.566733
13.45	13.450093	4.830401	0.053748	0.044138	0.034977	0.022017	0.018659	1.543307	0.609178
13.455	13.454537	4.377117	0.054885	0.045223	0.035734	0.022517	0.019097	1.541569	0.608891
13.46	13.460139	3.912549	0.053150	0.044117	0.034622	0.021965	0.018833	1.531867	0.599467
13.465	13.465370	3.559149	0.052000	0.043321	0.033833	0.021601	0.018691	1.525499	0.590904
13.466	13.466424	3.495578	0.051401	0.043209	0.033496	0.021663	0.018633	1.506628	0.590380
13.469	13.469016	3.348409	0.051701	0.042881	0.033719	0.020997	0.017957	1.555768	0.610539
13.473	13.472755	3.156960	0.049827	0.042192	0.032740	0.021323	0.018558	1.479823	0.579306
13.477	13.476991	2.965276	0.049291	0.041975	0.032443	0.021174	0.018463	1.474463	0.578098
13.482	13.481817	2.774085	0.046956	0.040001	0.030938	0.020515	0.017339	1.452228	0.592133
13.485	13.485104	2.657852	0.049293	0.041593	0.032194	0.020857	0.017730	1.501329	0.598528
13.488	13.487535	2.578247	0.051391	0.043677	0.033566	0.022041	0.019023	1.482616	0.582472
13.494	13.494201	2.383675	0.052874	0.043801	0.033981	0.021233	0.018099	1.582367	0.612036
13.502	13.502211	2.187770	0.051146	0.042974	0.033096	0.020741	0.017883	1.566251	0.605486
13.512	13.511991	1.991585	0.048790	0.041115	0.031701	0.020563	0.017227	1.511482	0.608641
13.532	13.531771	1.696041	0.043507	0.037649	0.027971	0.018007	0.016201	1.545932	0.571656
13.537	13.537106	1.633331	0.038254	0.035004	0.025506	0.019214	0.016214	1.263654	0.601029
13.542	13.542303	1.577658	0.038987	0.035078	0.025760	0.017528	0.015915	1.417710	0.541382
13.553	13.552755	1.479553	0.034194	0.031574	0.023056	0.018272	0.015752	1.167993	0.570870
13.563	13.563160	1.397266	0.027414	0.027089	0.018537	0.016616	0.014552	1.002749	0.534325
13.772	13.771748	1.108607	0.033960	0.036855	0.028427	0.028028	0.027212	0.425017	0.298741
13.782	13.782153	1.139433	0.035202	0.035593	0.027537	0.025098	0.022460	0.670622	0.424540
13.787	13.787442	1.157275	0.040067	0.041480	0.032416	0.030308	0.027496	0.567044	0.370448
13.793	13.792569	1.176086	0.042286	0.041758	0.031699	0.028906	0.027027	0.751618	0.337241
13.803	13.802975	1.219278	0.044849	0.043936	0.034542	0.031128	0.029373	0.707621	0.327294
13.813	13.813391	1.270113	0.038744	0.038676	0.029599	0.026001	0.023480	0.769849	0.386868
13.824	13.823819	1.329905	0.033662	0.032341	0.024502	0.017909	0.015904	1.126916	0.595988
13.834	13.834236	1.400174	0.037392	0.035800	0.027671	0.021087	0.018762	1.030972	0.538227
13.845	13.844653	1.483134	0.039466	0.037077	0.028158	0.022217	0.020086	1.053648	0.454471
13.855	13.855081	1.581741	0.043983	0.039540	0.030839	0.024151	0.020592	1.095131	0.495734
13.866	13.865671	1.701748	0.045610	0.041144	0.032161	0.025106	0.021316	1.088736	0.501583
13.869	13.868981	1.744179	0.046107	0.041265	0.032492	0.023534	0.020014	1.194555	0.544757
13.885	13.885359	1.998487	0.046633	0.040729	0.031754	0.022789	0.019479	1.274501	0.542394
13.895	13.895150	2.196710	0.050405	0.043156	0.034072	0.022863	0.019202	1.382245	0.590086
13.903	13.903148	2.394305	0.054988	0.047328	0.037268	0.025982	0.021713	1.323927	0.573700
13.91	13.909826	2.591360	0.065592	0.055170	0.044253	0.029458	0.024448	1.394156	0.599408
13.915	13.915486	2.787395	0.066384	0.055040	0.044140	0.028559	0.022991	1.464717	0.636552
13.92	13.920359	2.982732	0.061661	0.051417	0.040784	0.027084	0.022041	1.439473	0.615067
13.925	13.925197	3.206725	0.064694	0.052885	0.042903	0.029170	0.024118	1.393891	0.583777
13.928	13.928472	3.378885	0.061419	0.051069	0.040820	0.027535	0.023116	1.403620	0.580742
13.93	13.929514	3.437620	0.062385	0.051193	0.041723	0.027820	0.023382	1.403182	0.582195
13.932	13.931632	3.563618	0.070296	0.060509	0.049817	0.036578	0.031701	1.151480	0.508281
13.935	13.934572	3.754657	0.069160	0.056760	0.046074	0.029881	0.024708	1.452356	0.610406
13.937	13.937211	3.944399	0.066932	0.055099	0.044683	0.029597	0.024811	1.417540	0.588833
13.943	13.942801	4.416378	0.060015	0.049279	0.039831	0.026407	0.022019	1.428549	0.592235
13.947	13.947257	4.879940	0.059587	0.048752	0.039705	0.026278	0.022128	1.420738	0.584386
14.451	14.450868	4.805578	0.055957	0.048168	0.039092	0.028313	0.025783	1.197657	0.482522
14.455	14.455312	4.356170	0.055478	0.047513	0.038663	0.027447	0.025174	1.229480	0.488534
14.461	14.460903	3.896163	0.052767	0.045973	0.037397	0.027337	0.025118	1.155984	0.470821
14.466	14.466146	3.544546	0.051698	0.045622	0.037142	0.027894	0.025784	1.091121	0.450645
14.467	14.467234	3.479389	0.051836	0.045516	0.037005	0.027560	0.025453	1.115490	0.456536
14.47	14.469792	3.335300	0.051906	0.046030	0.037404	0.027709	0.026164	1.103661	0.445005
14.473	14.473495	3.146821	0.051537	0.045886	0.037288	0.027737	0.026274	1.089941	0.440425
14.478	14.477755	2.955220	0.051215	0.045816	0.037181	0.028124	0.026377	1.060878	0.437268
