ZANGLE 6  %10.3f 21 30 
MODEL  0  %3d     3  5 
CO2    1  %10.3f 11 20 
H2O    1  %10.3f 21 30 
O3     1  %10.3f 31 40 
IHAZE  3  %3d     3  5 
ISEAS  3  %4d     7 10 
IVULC  3  %2d    14 15 
ICLD   3  %5d    21 25 
IVSA   3  %5d    26 30 
VIS    3  %10.5f 31 40 
ZAER11 4  %9.0f   2 10 
ZAER12 4  %9.0f  12 20 
ZAER21 4  %9.0f  52 60 
ZAER22 4  %9.0f  62 70 
SCALE1 4  %9.0f  22 30 
SCALE2 4  %9.0f  72 80 
